Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,14.5,12421,9,Y,Yes,12,3,2,80,2,7.0,2,3,3.0,2.0,1.0,1
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,14.5,17000,1,Y,No,13,3,1,80,1,9.0,3,3,9.0,7.0,7.0,2
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,14.5,22102,1,Y,No,14,3,4,80,1,10.0,3,2,9.0,6.0,1.0,4
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,14.5,3835,2,Y,No,13,3,4,80,3,10.0,3,3,7.0,7.0,7.0,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,14.5,16290,1,Y,No,11,3,1,80,2,7.0,3,3,7.0,7.0,0.0,7
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,14.5,26312,1,Y,No,11,3,4,80,0,14.5,2,3,14.5,14.5,1.0,10
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,14.5,20460,0,Y,No,21,4,2,80,1,6.0,5,2,5.0,3.0,0.0,0
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,14.5,26009,1,Y,No,18,3,3,80,0,3.0,2,3,2.0,2.0,2.0,2
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,14.5,18420,1,Y,Yes,12,3,3,80,0,0.0,2,4,0.0,0.0,0.0,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,14.5,5220,3,Y,No,11,3,3,80,1,14.5,2,3,5.0,2.0,1.0,0
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,14.5,10302,0,Y,No,15,3,4,80,1,11.0,3,3,10.0,8.0,0.0,7
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,14.5,25800,1,Y,No,13,3,4,80,2,14.5,2,3,14.5,14.5,14.0,12
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,14.5,12250,1,Y,No,12,3,4,80,1,14.5,5,3,14.0,11.0,2.0,9
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,14.5,26493,3,Y,No,17,3,1,80,3,9.0,2,2,4.0,3.0,0.0,2
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,14.5,3140,0,Y,No,13,3,4,80,0,10.0,2,1,9.0,2.0,3.0,8
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,14.5,5388,1,Y,No,19,3,1,80,2,10.0,3,3,10.0,7.0,3.0,9
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,14.5,14199,3,Y,Yes,19,3,4,80,1,10.0,6,4,5.0,4.0,0.0,2
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,14.5,21530,9,Y,No,17,3,3,80,0,14.5,3,3,13.0,12.0,6.0,0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,14.5,9953,1,Y,No,11,3,1,80,1,8.0,2,1,8.0,4.0,7.0,7
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,14.5,19948,6,Y,Yes,15,3,4,80,0,14.5,2,2,4.0,2.0,3.0,3
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,14.5,10503,4,Y,Yes,11,3,3,80,0,14.0,3,3,10.0,7.0,0.0,2
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,14.5,5602,2,Y,No,25,4,2,80,1,14.5,3,3,2.0,2.0,2.0,2
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,14.5,22098,6,Y,Yes,14,3,4,80,2,7.0,2,2,2.0,2.0,2.0,2
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,14.5,17218,1,Y,Yes,13,3,3,80,0,6.0,2,3,6.0,3.0,1.0,3
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,14.5,22490,7,Y,No,17,3,1,80,0,5.0,0,3,3.0,2.0,0.0,2
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,14.5,6297,2,Y,No,13,3,3,80,0,6.0,0,2,4.0,2.0,1.0,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,14.5,3339,3,Y,Yes,14,3,2,80,0,10.0,3,1,4.0,2.0,0.0,3
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,14.5,23413,9,Y,No,11,3,3,80,0,8.0,2,3,5.0,2.0,1.0,4
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,14.5,22792,4,Y,No,12,3,3,80,2,9.0,6,3,3.0,2.0,0.0,2
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,14.5,4973,1,Y,No,17,3,3,80,2,7.0,6,3,7.0,7.0,0.0,7
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,14.5,7693,4,Y,No,21,4,3,80,0,7.0,3,3,5.0,4.0,1.0,0
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,14.5,3498,3,Y,No,16,3,2,80,2,14.5,2,3,4.0,2.0,1.0,2
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,14.5,21981,5,Y,No,15,3,3,80,3,14.5,3,3,14.0,11.0,1.0,11
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,14.5,13251,1,Y,No,19,3,1,80,0,2.0,3,3,2.0,2.0,2.0,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,14.5,19332,1,Y,No,12,3,3,80,1,11.0,2,3,11.0,8.0,7.0,9
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,14.5,10950,2,Y,No,11,3,3,80,0,14.5,4,3,4.0,3.0,1.0,3
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,14.5,11652,2,Y,Yes,19,3,2,80,1,14.5,3,3,14.5,11.0,2.0,12
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,14.5,15411,0,Y,No,15,3,3,80,0,4.0,6,3,3.0,2.0,1.0,2
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,14.5,26308,6,Y,No,20,4,1,80,1,13.0,3,3,5.0,4.0,0.0,4
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,14.5,18685,3,Y,No,25,4,3,80,1,14.5,6,3,10.0,8.0,4.0,7
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,14.5,3525,1,Y,No,24,4,1,80,1,14.0,3,3,14.0,10.0,6.0,11
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,14.5,10414,3,Y,Yes,24,4,1,80,0,13.0,2,4,11.0,9.0,6.0,7
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,14.5,9867,7,Y,No,15,3,4,80,2,14.5,4,4,13.0,11.0,2.0,9
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,14.5,3356,1,Y,Yes,13,3,2,80,1,10.0,3,2,10.0,0.0,0.0,9
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,14.5,3921,1,Y,No,14,3,3,80,2,6.0,5,3,6.0,2.0,0.0,4
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,14.5,25518,0,Y,No,13,3,3,80,2,10.0,4,2,9.0,5.0,1.0,6
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,14.5,22589,1,Y,No,11,3,1,80,2,10.0,2,3,10.0,0.0,0.0,2
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,14.5,24941,4,Y,Yes,16,3,2,80,1,14.5,2,2,2.0,2.0,2.0,2
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,14.5,23826,1,Y,No,22,4,2,80,0,4.0,3,3,4.0,3.0,3.0,3
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,14.5,21086,6,Y,No,14,3,3,80,3,14.5,2,3,3.0,2.0,1.0,2
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,14.5,22384,4,Y,No,14,3,1,80,0,14.5,2,3,8.0,7.0,0.0,0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,14.5,11591,3,Y,Yes,16,3,4,80,0,14.5,2,3,2.0,0.0,0.0,2
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,14.5,21082,1,Y,No,11,3,1,80,0,2.0,3,3,2.0,2.0,0.0,2
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,14.5,16130,1,Y,Yes,25,4,3,80,1,7.0,2,3,6.0,5.0,1.0,2
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,14.5,7419,6,Y,No,14,3,2,80,2,10.0,2,2,3.0,2.0,0.0,2
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,14.5,4167,4,Y,Yes,18,3,1,80,3,8.0,2,3,2.0,2.0,2.0,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,14.5,20586,1,Y,Yes,11,3,1,80,0,5.0,2,3,5.0,4.0,1.0,2
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,14.5,26176,7,Y,No,19,3,4,80,1,7.0,5,2,0.0,0.0,0.0,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,14.5,3458,3,Y,No,15,3,3,80,0,11.0,2,3,4.0,3.0,1.0,2
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,14.5,11740,2,Y,Yes,11,3,3,80,2,14.5,3,3,9.0,7.0,7.0,7
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,14.5,24852,1,Y,No,12,3,1,80,0,1.0,2,3,1.0,0.0,0.0,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,14.5,11925,1,Y,No,20,4,3,80,0,7.0,5,3,7.0,7.0,5.0,7
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,14.5,23737,5,Y,No,12,3,4,80,1,8.0,1,3,4.0,2.0,1.0,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,14.5,11912,1,Y,No,14,3,3,80,1,14.5,3,4,14.5,10.0,4.0,13
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,14.5,20467,3,Y,No,20,4,3,80,1,14.5,2,4,1.0,0.0,0.0,0
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,14.5,13637,1,Y,No,18,3,4,80,3,14.0,6,3,14.0,11.0,2.0,13
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,14.5,7677,1,Y,No,14,3,3,80,2,6.0,2,2,6.0,3.0,1.0,3
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,14.5,20338,1,Y,No,12,3,2,80,0,10.0,3,3,10.0,9.0,8.0,7
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,14.5,25103,1,Y,Yes,21,4,2,80,1,3.0,2,3,3.0,2.0,0.0,2
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,14.5,14810,1,Y,Yes,19,3,2,80,1,9.0,2,3,8.0,7.0,6.0,7
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,14.5,13970,0,Y,Yes,14,3,3,80,0,6.0,2,4,5.0,4.0,1.0,4
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,14.5,6069,1,Y,Yes,17,3,1,80,1,10.0,3,3,10.0,9.0,8.0,8
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,14.5,17616,1,Y,No,16,3,4,80,1,5.0,1,3,5.0,3.0,0.0,4
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,14.5,15869,1,Y,No,12,3,2,80,0,10.0,3,3,10.0,8.0,8.0,7
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,14.5,25412,9,Y,No,17,3,3,80,1,9.0,2,3,5.0,3.0,1.0,2
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,14.5,7439,3,Y,No,15,3,3,80,0,14.5,2,2,13.0,7.0,6.0,7
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,14.5,3395,3,Y,No,23,4,4,80,1,14.5,3,2,14.5,14.5,14.0,4
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,14.5,11585,1,Y,No,11,3,3,80,1,1.0,2,3,1.0,0.0,0.0,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,14.5,24164,7,Y,No,11,3,3,80,0,14.5,3,1,14.5,5.0,14.0,10
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,14.5,6217,1,Y,No,15,3,3,80,3,3.0,3,4,3.0,2.0,0.0,2
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,14.5,17119,1,Y,No,11,3,3,80,0,14.5,2,3,14.5,6.0,8.0,6
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,14.5,17360,6,Y,No,13,3,1,80,1,10.0,3,2,5.0,2.0,1.0,3
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,14.5,18103,1,Y,No,14,3,4,80,1,6.0,2,4,5.0,2.0,0.0,3
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,14.5,20794,6,Y,No,19,3,2,80,1,10.0,4,3,3.0,2.0,1.0,2
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,14.5,5041,2,Y,Yes,16,3,2,80,1,14.5,3,3,1.0,0.0,0.0,0
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,14.5,3622,1,Y,No,13,3,2,80,3,6.0,2,4,6.0,2.0,1.0,2
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,14.5,9697,6,Y,No,14,3,4,80,0,14.5,3,3,10.0,7.0,0.0,9
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,14.5,5151,2,Y,No,16,3,2,80,1,14.5,3,3,7.0,7.0,0.0,7
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,14.5,3811,1,Y,No,12,3,2,80,1,10.0,2,2,10.0,0.0,0.0,8
47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,14.5,3536,7,Y,No,11,3,4,80,1,4.0,3,1,1.0,0.0,0.0,0
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,14.5,5596,4,Y,Yes,12,3,2,80,1,13.0,5,2,10.0,6.0,0.0,3
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,14.5,8658,5,Y,Yes,13,3,2,80,3,14.5,3,3,2.0,2.0,2.0,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,14.5,12147,6,Y,No,15,3,2,80,0,10.0,2,3,0.0,0.0,0.0,0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,14.5,12862,1,Y,No,13,3,3,80,0,3.0,3,1,3.0,2.0,1.0,2
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,14.5,6670,2,Y,No,20,4,4,80,0,9.0,3,2,5.0,4.0,1.0,4
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,14.5,8989,1,Y,Yes,15,3,4,80,1,9.0,2,3,9.0,8.0,5.0,8
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,14.5,3840,3,Y,No,13,3,3,80,1,10.0,2,1,4.0,3.0,0.0,2
40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,14.5,4349,1,Y,No,14,3,2,80,0,14.5,3,2,14.5,8.0,12.0,8
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,14.5,6595,4,Y,No,21,4,3,80,2,9.0,2,4,5.0,0.0,0.0,3
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,14.5,26427,0,Y,No,16,3,4,80,0,10.0,2,3,9.0,7.0,0.0,7
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,14.5,2097,0,Y,No,14,3,4,80,1,3.0,2,3,2.0,2.0,2.0,1
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,14.5,9732,6,Y,No,11,3,3,80,1,6.0,0,2,4.0,2.0,1.0,2
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,14.5,20943,1,Y,No,19,3,3,80,1,6.0,3,3,5.0,2.0,0.0,2
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,14.5,6152,1,Y,No,11,3,3,80,0,6.0,5,2,6.0,2.0,1.0,4
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,14.5,14630,1,Y,No,13,3,3,80,0,2.0,3,3,2.0,2.0,2.0,2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,14.5,23060,8,Y,Yes,12,3,4,80,0,10.0,5,4,3.0,2.0,0.0,2
30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,14.5,3088,2,Y,No,11,3,1,80,1,12.0,2,3,7.0,7.0,1.0,7
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,14.5,5586,0,Y,Yes,14,3,1,80,3,6.0,3,3,5.0,0.0,1.0,2
33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,14.5,10697,8,Y,No,15,3,4,80,0,13.0,2,2,11.0,7.0,1.0,7
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,14.5,8191,3,Y,No,12,3,3,80,0,8.0,1,4,5.0,1.0,0.0,4
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,14.5,10092,2,Y,Yes,20,4,3,80,0,11.0,2,2,0.0,0.0,0.0,0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,14.5,15963,4,Y,No,14,3,2,80,1,9.0,4,2,6.0,1.0,0.0,5
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,14.5,19002,2,Y,No,13,3,1,80,3,10.0,2,3,1.0,0.0,0.0,0
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,14.5,10007,1,Y,No,13,3,3,80,1,1.0,2,3,1.0,0.0,0.0,0
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,14.5,9128,3,Y,No,16,3,3,80,1,10.0,3,3,7.0,0.0,1.0,7
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,14.5,17674,2,Y,No,14,3,2,80,0,12.0,3,3,7.0,7.0,0.0,7
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,14.5,24539,3,Y,Yes,16,3,3,80,1,14.5,2,3,1.0,0.0,1.0,0
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,14.5,15587,9,Y,Yes,16,3,4,80,1,6.0,4,3,1.0,0.0,0.0,0
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,14.5,8952,8,Y,No,22,4,2,80,3,7.0,6,2,5.0,3.0,0.0,4
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,14.5,19805,8,Y,No,12,3,2,80,3,14.5,2,3,1.0,0.0,0.0,0
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,14.5,6194,5,Y,No,15,3,4,80,2,11.0,2,2,9.0,8.0,1.0,7
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,14.5,20520,1,Y,No,20,4,2,80,2,5.0,2,3,5.0,3.0,0.0,4
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,14.5,12313,1,Y,Yes,14,3,3,80,1,14.5,3,3,14.5,14.0,0.0,7
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,14.5,22308,4,Y,Yes,20,4,4,80,3,14.5,2,2,3.0,2.0,0.0,2
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,14.5,5033,0,Y,No,13,3,2,80,0,10.0,5,3,9.0,7.0,1.0,8
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,14.5,25353,5,Y,No,12,3,1,80,0,6.0,3,3,2.0,2.0,2.0,2
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,14.5,4567,1,Y,No,13,3,2,80,0,1.0,3,3,1.0,0.0,1.0,0
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,14.5,16376,1,Y,No,11,3,2,80,1,5.0,3,3,5.0,4.0,0.0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,14.5,15999,1,Y,Yes,17,3,3,80,0,1.0,6,3,1.0,0.0,0.0,0
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,14.5,13402,1,Y,No,14,3,1,80,2,13.0,3,3,12.0,7.0,5.0,7
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,14.5,22984,2,Y,No,11,3,4,80,0,14.5,2,3,2.0,2.0,2.0,2
37,No,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,14.5,8800,1,Y,No,14,3,1,80,2,5.0,2,3,5.0,2.0,0.0,3
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,14.5,14218,7,Y,Yes,17,3,3,80,1,14.5,3,3,2.0,1.0,2.0,2
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,14.5,25949,7,Y,Yes,13,3,4,80,1,14.5,1,3,12.0,8.0,5.0,7
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,14.5,11092,1,Y,Yes,12,3,3,80,3,6.0,2,2,5.0,3.0,2.0,3
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,14.5,12832,2,Y,No,13,3,3,80,0,14.5,4,2,10.0,0.0,4.0,7
